Site Number,Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type
2705,"Dane-in-Shaw Pasture","SJ87806260",387800,362600,1864,"England",13,21,2000,2020,"UKBMS"
2706,"Thurstaston Common","SJ24808460",324800,384600,,"England",,10,1995,2004,"UKBMS"
2707,"Crewe Business Park New Route","SJ72405500",372400,355000,1879,"England",15,2,2002,2003,"UKBMS"
2708,"Swettenham Meadows","SJ80406750",380400,367500,1670,"England",7,15,2005,2020,"UKBMS"
2709,"Woolston Eyes","SJ65208810",365200,388100,1920,"England",11,14,2006,2020,"UKBMS"
2710,"Inner Marsh Farm","SJ30507380",330500,373800,919,"England",5,5,2006,2011,"UKBMS"
2711,"Far Hill Hollow. Wetton Hills","SK09803550",409800,335500,2071,"England",10,7,2005,2011,"UKBMS"
2712,"Reddish Vale","SJ90509330",390500,393300,1460,"England",9,6,2007,2012,"UKBMS"
2713,"Brereton Heath Country Park","SJ797651",379700,365100,2420,"England",12,11,2010,2020,"UKBMS"
2714,"Parkgate Old Quay","SJ286767",328600,376700,3960,"England",6,4,2010,2014,"UKBMS"
2715,"Parkgate School","SJ282792",328200,379200,2600,"England",2,1,2010,2010,"UKBMS"
2716,"Marbury","SJ651777",365100,377700,2120,"England",13,9,2011,2019,"UKBMS"
2717,"Parkgate School (2011)","SJ282792",328200,379200,2680,"England",3,3,2011,2014,"UKBMS"
2718,"Teggs Nose","SJ947723",394700,372300,2350,"England",6,8,2013,2020,"UKBMS"
2719,"Danes Moss to Sutton Reservoir","SJ910706",391000,370600,2500,"England",7,6,2015,2020,"UKBMS"
2720,"Tytherington - Marlborough Drive Woods","SJ918756",391800,375600,900,"England",5,6,2015,2020,"UKBMS"
2721,"Red Rocks","SJ207876",320700,387600,,"England",,4,2017,2020,"UKBMS"
2722,"Cleaver Heath","SJ257826",325700,382600,,"England",,3,2017,2019,"UKBMS"
2723,"RSPB Burton Mere Wetlands - Burton Point and marsh","SJ302735",330200,373500,,"England",,2,2017,2018,"UKBMS"
2724,"RSPB Burton Mere Wetlands","SJ314734",331400,373400,,"England",,3,2017,2019,"UKBMS"
2725,"New Ferry Butterfly Park","SJ333850",333300,385000,,"England",,4,2017,2020,"UKBMS"
2726,"Bickerton Hills","SJ498530",349800,353000,,"England",,2,2017,2018,"UKBMS"
2727,"Hatchmere","SJ551721",355100,372100,,"England",,3,2017,2019,"UKBMS"
2728,"Sankey Valley Park","SJ592894",359200,389400,,"England",,4,2017,2020,"UKBMS"
2730,"Owley Woods","SJ624743",362400,374300,,"England",,1,2017,2017,"UKBMS"
2731,"Nantwich Lake and River Weaver","SJ648516",364800,351600,,"England",,4,2017,2020,"UKBMS"
2732,"Marshall's Arm LNR","SJ649719",364900,371900,,"England",,4,2017,2020,"UKBMS"
2733,"Leftwich Woods","SJ666717",366600,371700,,"England",,4,2017,2020,"UKBMS"
2734,"Ashton's Flash, Northwich","SJ666749",366600,374900,,"England",,4,2017,2020,"UKBMS"
2735,"Quarry Bank","SJ834830",383400,383000,2000,"England",5,1,2018,2018,"UKBMS"
2736,"Cluse Hey (Lyme Park)","SJ958814",395800,381400,1324,"England",11,2,2018,2019,"UKBMS"
2737,"Caldecott","SJ435522",343500,352200,800,"England",8,3,2018,2020,"UKBMS"
2738,"White Oak Wood","SJ732880",373200,388000,3080,"England",13,2,2018,2019,"UKBMS"
2739,"Elmerhurst (Lyme Park)","SJ963837",396300,383700,1391,"England",5,2,2018,2019,"UKBMS"
2740,"Riverside Park Macclesfield","SJ913745",391300,374500,1473,"England",5,3,2018,2020,"UKBMS"
2741,"Yew Tree Farm","SJ723876",372300,387600,1685,"England",12,2,2018,2019,"UKBMS"
2742,"Kelsall 1","SJ523681",352300,368100,1130,"England",5,2,2019,2020,"UKBMS"
2743,"Caldy Nature Park","SJ423649",342300,364900,1400,"England",9,2,2019,2020,"UKBMS"
2744,"Quarry Bank Revised","SJ834830",383400,383000,2896,"England",5,2,2019,2020,"UKBMS"
2745,"Tatton Park","SJ758819",375800,381900,3956,"England",7,2,2019,2020,"UKBMS"
2746,"Countess of Chester Country Park","SJ397693",339700,369300,2500,"England",9,2,2019,2020,"UKBMS"
2747,"Bickerton Hills 2","SJ495527",349500,352700,2350,"England",8,2,2019,2020,"UKBMS"
2748,"Wallasey Sandhills","SJ276925",327600,392500,1750,"England",11,2,2019,2020,"UKBMS"
2749,"Whiteoak Wood (revised)","SJ732880",373200,388000,3180,"England",14,1,2019,2019,"UKBMS"
2750,"The Cloud","SJ903635",390300,363500,1300,"England",9,1,2019,2019,"UKBMS"
2751,"Kerridge Hill","SJ944759",394400,375900,2334,"England",10,2,2019,2020,"UKBMS"
2753,"Crown Farm Sand Quarry","SJ572704",357200,370400,1250,"England",5,1,2020,2020,"UKBMS"
2800,"Breadsall Cutting","SK38503970",438500,339700,2000,"England",1,39,1982,2020,"UKBMS"
2801,"Friargate Station","SK34503630",434500,336300,2000,"England",1,31,1981,2011,"UKBMS"
2802,"West Hallam Ash Tip","SK44204250",444200,342500,1500,"England",1,34,1987,2020,"UKBMS"
2805,"Carsington Water","SK24805280",424800,352800,1600,"England",10,27,1994,2020,"UKBMS"
2806,"Aston Brickyard Plantation","SK41403050",441400,330500,1000,"England",1,21,2000,2020,"UKBMS"
2807,"Daneshill Gravel Pits (North)","SK66608670",466600,386700,1400,"England",,3,1994,2000,"UKBMS"
2809,"Fosse Meadows","SP48909110",448900,291100,2500,"England",,2,1997,1998,"UKBMS"
2811,"Gunthorpe Gravel Pits","SK67204440",467200,344400,2600,"England",12,1,2000,2000,"UKBMS"
2813,"Sherwood Forest","SK62506250",462500,362500,,"England",,4,1997,2000,"UKBMS"
2817,"Derbyshire Dales Section 12","SK16106610",416100,366100,500,"England",1,20,2001,2020,"UKBMS"
2818,"Shiningford, Carsington Water","SK230510",423000,351000,1900,"England",10,13,2008,2020,"UKBMS"
2819,"Cinderhill, Shipley Country Park, Heanor","SK430450",443000,345000,2400,"England",1,13,2008,2020,"UKBMS"
2820,"Darley and Nutwood Wildlife Site, Derby","SK355388",435500,338800,1350,"England",8,12,2009,2020,"UKBMS"
2821,"Eyes Meadow, Duffield","SK348433",434800,343300,1000,"England",1,11,2010,2020,"UKBMS"
2822,"Brocks Hill Country Park, Leicester","SP619996",461900,299600,3200,"England",10,12,2009,2020,"UKBMS"
2824,"Crich Chase Meadows","SK352523",435200,352300,2000,"England",10,7,2012,2018,"UKBMS"
2825,"Millers Dale Quarry","SK140731",414000,373100,2057,"England",10,9,2012,2020,"UKBMS"
2826,"Chee Dale NR","SK128735",412800,373500,3950,"England",10,9,2012,2020,"UKBMS"
2827,"Woodside NR, Shipley","SK448436",444800,343600,3650,"England",10,9,2012,2020,"UKBMS"
2828,"Avenue Washlands NR, Wingerworth","SK398668",439800,366800,1850,"England",10,9,2012,2020,"UKBMS"
2829,"Saffron Acres","SK589013",458900,301300,480,"England",6,1,2012,2012,"UKBMS"
2830,"Beeston Sidings","SK5437",454000,337000,600,"England",3,7,2014,2020,"UKBMS"
2831,"Potwell Dyke Grasslands, Southwell","SK704535",470400,353500,730,"England",7,7,2014,2020,"UKBMS"
2832,"Hammersmith Meadows LNR, Ripley","SK398515",439800,351500,665,"England",4,7,2014,2020,"UKBMS"
2833,"Carr Wood LNR, Ripley","SK402511",440200,351100,890,"England",7,7,2014,2020,"UKBMS"
2834,"Erewash Field, Long Eaton","SK506332",450600,333200,1400,"England",1,6,2013,2018,"UKBMS"
2835,"Attenborough Nature Reserve","SK521341",452100,334100,2625,"England",6,1,2013,2013,"UKBMS"
2836,"Drakelow NR North","SK226204",422600,320400,1250,"England",1,7,2013,2019,"UKBMS"
2837,"Drakelow NR South","SK225197",422500,319700,950,"England",1,7,2013,2019,"UKBMS"
2838,"Bingham Linear Park","SK715385",471500,338500,3000,"England",8,8,2013,2020,"UKBMS"
2839,"Poulter Country Park","SK525706",452500,370600,2095,"England",11,8,2013,2020,"UKBMS"
2840,"Creswell Crags","SK532741",453200,374100,1569,"England",10,8,2013,2020,"UKBMS"
2841,"Hollinhill & Markland Grips","SK507751",450700,375100,1910,"England",10,8,2013,2020,"UKBMS"
2842,"Whitwell Woods","SK524780",452400,378000,2180,"England",10,8,2013,2020,"UKBMS"
2843,"Radcliffe Wood","SK650381",465000,338100,4060,"England",10,8,2013,2020,"UKBMS"
2844,"Greenfields, Buxworth","SK025821",402500,382100,1452,"England",7,8,2013,2020,"UKBMS"
2845,"Jim Mart Nature Reserve","SK367648",436700,364800,350,"England",6,8,2013,2020,"UKBMS"
2846,"Toton Washlands","SK485346",448500,334600,2882,"England",6,8,2013,2020,"UKBMS"
2847,"Toton Railway Sidings","SK492343",449200,334300,777,"England",7,5,2013,2017,"UKBMS"
2848,"Ticknall Limeyards","SK357237",435700,323700,2050,"England",8,4,2013,2020,"UKBMS"
2849,"Findern Footpaths","SK314303",431400,330300,2085,"England",10,8,2013,2020,"UKBMS"
2850,"Calke Park","SK363229",436300,322900,2450,"England",6,3,2013,2020,"UKBMS"
2851,"Rosliston Forestry Centre","SK245177",424500,317700,2163,"England",8,8,2013,2020,"UKBMS"
2852,"Hartshorne Wood","SK330218",433000,321800,2088,"England",10,8,2013,2020,"UKBMS"
2853,"Gresley Wood","SK295175",429500,317500,1876,"England",8,8,2013,2020,"UKBMS"
2854,"Markham North Tip","SK453729",445300,372900,2720,"England",10,8,2013,2020,"UKBMS"
2855,"Hartington Meadows","SK152611",415200,361100,2012,"England",10,8,2013,2020,"UKBMS"
2856,"Kedleston Park","SK313412",431300,341200,2190,"England",8,8,2013,2020,"UKBMS"
2857,"Nestles Meadow Hatton","SK215295",421500,329500,917,"England",4,7,2013,2019,"UKBMS"
2858,"Clough Wood (Darley Bridge)","SK257617",425700,361700,1190,"England",8,7,2014,2020,"UKBMS"
2859,"Belper Parks LNR","SK352472",435200,347200,2251,"England",10,7,2014,2020,"UKBMS"
2860,"Wyver Lane, Belper","SK343493",434300,349300,2130,"England",4,7,2014,2020,"UKBMS"
2861,"Sturgess Fields, Derby","SK339372",433900,337200,1215,"England",10,4,2014,2019,"UKBMS"
2862,"Willington Power Station","SK302288",430200,328800,1900,"England",4,1,2014,2014,"UKBMS"
2863,"Pleasley Pit LNR","SK498644",449800,364400,3120,"England",10,7,2014,2020,"UKBMS"
2864,"Allestree Park LNR","SK350405",435000,340500,1800,"England",4,7,2014,2020,"UKBMS"
2865,"Doe Lea & Glapwell Pit","SK467671",446700,367100,2800,"England",10,7,2014,2020,"UKBMS"
2866,"Blackwell Trail","SK430576",443000,357600,2003,"England",8,7,2014,2020,"UKBMS"
2867,"Alsop Moor","SK158571",415800,357100,2775,"England",4,7,2014,2020,"UKBMS"
2868,"Denby Footpaths","SK393465",439300,346500,1610,"England",5,3,2014,2016,"UKBMS"
2869,"Mickleover Meadows LNR","SK314357",431400,335700,1545,"England",8,5,2014,2018,"UKBMS"
2870,"Carr Vale NR","SK461702",446100,370200,2300,"England",10,7,2014,2020,"UKBMS"
2871,"Forbes Hole LNR, Long Eaton","SK495324",449500,332400,1205,"England",7,7,2014,2020,"UKBMS"
2872,"Longsidings Quarry, Buxton","SK095758",409500,375800,1235,"England",6,1,2014,2014,"UKBMS"
2873,"Hardwick Hall Gardens","SK462636",446200,363600,1450,"England",8,7,2014,2020,"UKBMS"
2874,"Northwood Carr","SK270648",427000,364800,2125,"England",8,7,2014,2020,"UKBMS"
2875,"Kirk Hallam Lakes & Meadows","SK453408",445300,340800,2120,"England",6,3,2014,2016,"UKBMS"
2876,"Seale Wood","SK301142",430100,314200,1318,"England",6,7,2014,2020,"UKBMS"
2877,"Pick Triangle Wood","SK308177",430800,317700,1609,"England",10,7,2014,2020,"UKBMS"
2878,"Sence Valley Country Park","SK400112",440000,311200,2410,"England",10,7,2014,2020,"UKBMS"
2879,"Hicks Lodge, Leicestershire","SK329156",432900,315600,1670,"England",9,7,2014,2020,"UKBMS"
2880,"Bardon Hill Quarry","SK463130",446300,313000,2464,"England",8,1,2014,2014,"UKBMS"
2881,"Hardwick Hall","SK461633",446100,363300,2050,"England",10,6,2014,2019,"UKBMS"
2882,"Hardwick Park","SK453640",445300,364000,2450,"England",10,7,2014,2020,"UKBMS"
2883,"Hoe Grange Quarry, Longcliffe","SK222561",422200,356100,850,"England",1,6,2015,2020,"UKBMS"
2884,"Deep Dale NR, Sheldon","SK168701",416800,370100,1580,"England",5,6,2015,2020,"UKBMS"
2885,"National Stone Centre, Wirksworth","SK285554",428500,355400,1060,"England",10,6,2015,2020,"UKBMS"
2886,"Rose End Meadows NR","SK291566",429100,356600,956,"England",10,6,2015,2020,"UKBMS"
2887,"Cromford Canal - North","SK305566",430500,356600,1700,"England",8,6,2015,2020,"UKBMS"
2888,"Cromford Canal - Centre","SK324556",432400,355600,2500,"England",10,6,2015,2020,"UKBMS"
2889,"Cromford Canal - South","SK339535",433900,353500,1800,"England",10,6,2015,2020,"UKBMS"
2890,"Swadlincote Woodlands","SK307195",430700,319500,2472,"England",10,6,2015,2020,"UKBMS"
2891,"Williamthorpe LNR","SK434666",443400,366600,3442,"England",10,6,2015,2020,"UKBMS"
2892,"Grin Low Wood, Buxton","SK052721",405200,372100,3200,"England",8,6,2015,2020,"UKBMS"
2893,"Allestree Park Woodlands (North)","SK342408",434200,340800,815,"England",7,6,2015,2020,"UKBMS"
2894,"ANR Corbetts & Glebe","SK524349",452400,334900,1500,"England",6,2,2015,2016,"UKBMS"
2895,"ANR-Riverside Path","SK525335",452500,333500,1000,"England",4,2,2015,2016,"UKBMS"
2896,"Clumber Park","SK634742",463400,374200,2748,"England",8,4,2015,2018,"UKBMS"
2897,"Netherfield Lagoons","SK635400",463500,340000,2820,"England",6,6,2015,2020,"UKBMS"
2898,"Newstead Abbey Park","SK547545",454700,354500,900,"England",9,1,2015,2015,"UKBMS"
2899,"Wollaton Hall Park","SK535395",453500,339500,700,"England",7,6,2015,2020,"UKBMS"
2900,"Hart Warren Dunes","NZ490365",449000,536500,2250,"England",8,3,1998,2000,"UKBMS"
2901,"Cowpen Bewley 2 (Woodland Park)","NZ48102530",448100,525300,3246,"England",9,24,1996,2019,"UKBMS"
2902,"Cassop Vale","NZ32503850",432500,538500,1443,"England",14,2,1990,1991,"UKBMS"
2903,"Sherburn Hill","NZ33104170",433100,541700,1304,"England",,5,1990,2019,"UKBMS"
2905,"Thrislington Plantation","NZ31603250",431600,532500,2024,"England",14,21,1999,2020,"UKBMS"
2906,"Trimdon Railway Walk (Raisby Way)","NZ36503550",436500,535500,2900,"England",13,6,1999,2004,"UKBMS"
2909,"The Whinnies","NZ35201370",435200,513700,2200,"England",14,20,2001,2020,"UKBMS"
2910,"Rainton Meadows","NZ32504850",432500,548500,3582,"England",14,3,2000,2002,"UKBMS"
2911,"Raisby Hill Grassland","NZ33603550",433600,535500,1850,"England",9,18,2001,2020,"UKBMS"
2912,"Great Whittington","NZ00507080",400500,570800,2500,"England",3,2,2002,2003,"UKBMS"
2913,"Kelloe Way","NZ34103600",434100,536000,1950,"England",15,6,2002,2007,"UKBMS"
2915,"Tees Railway Walk","NY99502050",399500,520500,2215,"England",10,18,2003,2020,"UKBMS"
2916,"Trimdon Pit Heap","NZ36503570",436500,535700,1400,"England",11,5,2000,2004,"UKBMS"
2917,"Cow Plantation","NZ25603480",425600,534800,1500,"England",6,5,2003,2007,"UKBMS"
2918,"Trimdon Grange Quarry","NZ36603580",436600,535800,350,"England",1,6,1999,2004,"UKBMS"
2919,"Billingham Beck Valley Country Park","NZ45402280",445400,522800,4180,"England",12,1,2003,2003,"UKBMS"
2920,"Derwent Walk Country Park","NZ180598",418000,559800,2230,"England",12,8,2003,2011,"UKBMS"
2921,"Greencroft Heath LNR","NZ16505110",416500,551100,1500,"England",7,3,2003,2005,"UKBMS"
2922,"Strother Hills","NZ14605790",414600,557900,2323,"England",11,1,2003,2003,"UKBMS"
2923,"Watergate","NZ22806060",422800,560600,4425,"England",14,3,2003,2011,"UKBMS"
2924,"Stillington Forest Park","NZ37502390",437500,523900,1910,"England",8,19,2002,2020,"UKBMS"
2925,"Castle Eden Dene Denehome South Bank","NZ45704070",445700,540700,436,"England",10,1,2003,2003,"UKBMS"
2926,"Castle Eden Dene Denehome North Bank","NZ45704070",445700,540700,1218,"England",10,1,2003,2003,"UKBMS"
2928,"Tanfield Lea","NZ19405430",419400,554300,2490,"England",12,17,2003,2020,"UKBMS"
2929,"bbvcp","NZ45402300",445400,523000,4180,"England",15,7,2004,2013,"UKBMS"
2930,"Castle Eden Dene NNR - West end","NZ41103890",441100,538900,1027,"England",7,17,2004,2020,"UKBMS"
2931,"Burn Hill","NZ06704440",406700,544400,3400,"England",15,16,2004,2019,"UKBMS"
2932,"Wingate Quarry","NZ37303740",437300,537400,2445,"England",15,14,2002,2020,"UKBMS"
2933,"Tunstall Hills LNR","NZ39505410",439500,554100,1535,"England",7,3,2004,2007,"UKBMS"
2934,"Inkerman","NZ120400",412000,540000,2455,"England",10,15,2005,2019,"UKBMS"
2935,"Hedleyhope Fell","NZ14904190",414900,541900,2900,"England",10,15,2005,2019,"UKBMS"
2936,"Newton Hall Junction","NZ28304480",428300,544800,1722,"England",7,15,2005,2019,"UKBMS"
2937,"Havannah LNR","NZ220718",422000,571800,2880,"England",7,15,2006,2020,"UKBMS"
2938,"Stargate Ponds and Bewes Hills","NZ16406300",416400,563000,2134,"England",11,14,2006,2020,"UKBMS"
2939,"Morrison Busty Pit Yard","NZ17605030",417600,550300,1152,"England",9,15,2006,2020,"UKBMS"
2940,"Tommy-the-Miller's Field (Carlin Brae/Spring Garde","NT99105350",399100,653500,1025,"England",5,12,2006,2017,"UKBMS"
2941,"Brass Castle - Waldridge North","NZ25704960",425700,549600,1273,"England",5,13,2006,2020,"UKBMS"
2942,"Inner Farne","NU217359",421700,635900,794,"England",10,3,2016,2019,"UKBMS"
2943,"Bakethin Reservoir","NY63709200",363700,592000,1756,"England",7,2,2007,2008,"UKBMS"
2944,"West Park Nature Reserve","NZ26801660",426800,516600,1360,"England",15,14,2007,2020,"UKBMS"
2945,"Newton Point","NU244253",424400,625300,4360,"England",12,14,2007,2020,"UKBMS"
2946,"Dunstan Heughs","NU25702080",425700,620800,3100,"England",10,13,2007,2019,"UKBMS"
2947,"Gibside","NZ174585",417400,558500,3230,"England",10,12,2008,2019,"UKBMS"
2948,"Cocklawburn Dunes","NU032480",403200,648000,1450,"England",5,13,2008,2020,"UKBMS"
2949,"Greenabella Marsh","NZ519266",451900,526600,,"England",9,2,2010,2020,"UKBMS"
2950,"Wynayard Woodlands Park","NZ403239",440300,523900,1660,"England",6,3,2009,2012,"UKBMS"
2952,"Wynyard Woodland Park - Pickard's Meadow","NZ400273",440000,527300,1445,"England",3,11,2010,2020,"UKBMS"
2953,"Weetslade Country Park","NZ254724",425400,572400,2138,"England",7,9,2011,2019,"UKBMS"
2954,"Sherburn Railway","NZ323417",432300,541700,1190,"England",9,9,2011,2019,"UKBMS"
2955,"Littlewood LNR","NZ340376",434000,537600,2070,"England",10,5,2011,2015,"UKBMS"
2956,"North Gare - Teesmouth NNR","NZ535295",453500,529500,3032,"England",9,9,2011,2020,"UKBMS"
2957,"Cater House Colliery","NZ258452",425800,545200,860,"England",9,7,2011,2018,"UKBMS"
2958,"Milkwellburn Wood","NZ111579",411100,557900,2652,"England",11,1,2012,2012,"UKBMS"
2959,"Dolly's Wood","NZ101461",410100,546100,547,"England",3,5,2012,2016,"UKBMS"
2960,"Byerley House","NZ103442",410300,544200,324,"England",2,9,2012,2020,"UKBMS"
2961,"Lane Head Quarry","NY987403",398700,540300,,"England",,7,2013,2019,"UKBMS"
2962,"Hart to Haswell","NZ475367",447500,536700,1700,"England",8,1,2013,2013,"UKBMS"
2963,"RSPB Saltholme","NZ500230",450000,523000,,"England",,7,2013,2019,"UKBMS"
2964,"Milkwellburn Wood (2013 route)","NZ107577",410700,557700,3358,"England",12,1,2013,2013,"UKBMS"
2965,"Bearpark Woods","NZ242433",424200,543300,1600,"England",8,6,2015,2020,"UKBMS"
2967,"Black Plantation","NZ137449",413700,544900,1380,"England",7,6,2014,2019,"UKBMS"
2969,"Gosforth Park Nature Reserve","NZ259700",425900,570000,2250,"England",6,7,2014,2020,"UKBMS"
2971,"Hamsterley Forest, Euden Beck","NZ041294",404100,529400,2100,"England",5,3,2015,2017,"UKBMS"
2972,"Druridge Bay","NZ275965",427500,596500,1500,"England",10,3,2015,2018,"UKBMS"
2973,"Murton Fields","NZ329707",432900,570700,1855,"England",5,6,2015,2020,"UKBMS"
2974,"Horsleyhope Burn","NZ060467",406000,546700,970,"England",5,6,2015,2020,"UKBMS"
2976,"Nanny Mayors","NZ069470",406900,547000,1810,"England",9,4,2016,2019,"UKBMS"
2977,"Hunting Hall Farm","NU028410",402800,641000,1300,"England",5,5,2016,2020,"UKBMS"
2978,"Low Barns","NZ164313",416400,531300,,"England",,3,2017,2020,"UKBMS"
2979,"Hardwick Park","NZ341290",434100,529000,,"England",,3,2017,2019,"UKBMS"
2980,"Beadnell 1","NU235287",423500,628700,1440,"England",5,2,2018,2019,"UKBMS"
2981,"Kyo","NZ177512",417700,551200,2190,"England",12,3,2018,2020,"UKBMS"
2982,"Doxford Farm Walk A","NU186232",418600,623200,1550,"England",7,3,2018,2020,"UKBMS"
2983,"Doxford Farm Walk B","NU190236",419000,623600,1960,"England",5,3,2018,2020,"UKBMS"
2984,"Tughall Mill","NU223275",422300,627500,2673,"England",7,2,2018,2019,"UKBMS"
2985,"East Park - Hardwick Park","NZ350295",435000,529500,1497,"England",5,2,2018,2019,"UKBMS"
2986,"Phoenix Site, Billingham","NZ463218",446300,521800,960,"England",9,1,2020,2020,"UKBMS"
2987,"Marsden Old Hall Quarry LNR","NZ396645",439600,564500,1497,"England",9,1,2020,2020,"UKBMS"
3001,"Cwm Clydach","SN68400580",268400,205800,,"Wales",15,7,2002,2008,"UKBMS"
3002,"Greenfield Valley Nature Reserve","SJ18707640",318700,376400,300,"Wales",8,16,2003,2020,"UKBMS"
3004,"Trawscoed","SH84603260",284600,332600,1831,"Wales",8,20,2001,2020,"UKBMS"
3005,"Rushmoor garden to Landshipping Quay","SN01801110",201800,211100,2750,"Wales",10,20,2001,2020,"UKBMS"
3006,"Cae'n-y-coed","SH73802480",273800,324800,660,"Wales",8,1,2001,2001,"UKBMS"
3007,"Glasdir Picnic Site","SH73702250",273700,322500,1110,"Wales",7,1,2001,2001,"UKBMS"
3008,"Llanfairfechan","SH69907350",269900,373500,1850,"Wales",8,19,2002,2020,"UKBMS"
3009,"Somerton","SM93100050",193100,200500,2420,"Wales",12,18,2002,2020,"UKBMS"
3010,"Westfield Pill","SM960060",196000,206000,,"Wales",9,7,1995,2002,"UKBMS"
